synthetic_id,filename,target_birads,generation_prompt,sha256,bytes
BUS_SINGLE_B3_024,BUS_SINGLE_B3_024.jpg,3,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single oval probably benign lesion in the left breast at approximately 5 o'clock, 4 cm from the nipple, located at deep. The lesion should measure about 14 mm. features: shape gently lobulated oval; orientation parallel; margin mostly circumscribed; echo pattern isoechoic; posterior feature mild posterior enhancement; associated feature benign-leaning surrounding tissue. Background breast tissue should show mildly heterogeneous background tissue. Include a simple color Doppler inset with minimal internal vascularity. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",e56a3765064eaa6ad6594701e8ef38b5a4012d2b36819e28d004498f94e2aa13,248710
BUS_SINGLE_B3_024b,BUS_SINGLE_B3_024b.jpg,3,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single oval probably benign lesion in the right breast at approximately 5 o'clock, 4 cm from the nipple, located at deep. The lesion should measure about 14 mm. features: shape gently lobulated oval; orientation parallel; margin mostly circumscribed; echo pattern isoechoic; posterior feature mild posterior enhancement; associated feature benign-leaning surrounding tissue. Background breast tissue should show mildly heterogeneous background tissue. Include a simple color Doppler inset with minimal internal vascularity. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",6a0b8c91cd59ac5ad21c82f8f521ced63aa64ccee4db916bcf8daef22832692f,557152
BUS_SINGLE_B3_025,BUS_SINGLE_B3_025.jpg,3,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single probably benign solid mass in the right breast at approximately 6 o'clock, 5 cm from the nipple, located at superficial. The lesion should measure about 15 mm. features: shape round to oval; orientation parallel; margin circumscribed; echo pattern mildly heterogeneous hypoechoic; posterior feature no posterior acoustic feature; associated feature no architectural distortion. Background breast tissue should show heterogeneous fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",f77220cff08e545283eade52571ef9db3e91a4f4c2dc46fb465602c7d3789799,182164
BUS_SINGLE_B3_025b,BUS_SINGLE_B3_025b.jpg,3,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single probably benign solid mass in the left breast at approximately 6 o'clock, 5 cm from the nipple, located at superficial. The lesion should measure about 15 mm. features: shape round to oval; orientation parallel; margin circumscribed; echo pattern mildly heterogeneous hypoechoic; posterior feature no posterior acoustic feature; associated feature no architectural distortion. Background breast tissue should show heterogeneous fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",0a1cb9d8e73b57611cc0a592c5bdbf80b6607292c849c98bdceefd3a8724eff0,178042
BUS_SINGLE_B3_026,BUS_SINGLE_B3_026.jpg,3,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single fibroadenoma-like mass in the left breast at approximately 7 o'clock, 1 cm from the nipple, located at middle depth. The lesion should measure about 16 mm. features: shape oval; orientation parallel; margin mostly circumscribed; echo pattern hypoechoic; posterior feature mild posterior enhancement; associated feature no associated suspicious feature. Background breast tissue should show scattered fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",7f4da1e682a7bb76308546d5fd36f0df22a089ea6ae686ec25477153c6a6ec47,140402
BUS_SINGLE_B3_026b,BUS_SINGLE_B3_026b.jpg,3,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single fibroadenoma-like mass in the right breast at approximately 7 o'clock, 1 cm from the nipple, located at middle depth. The lesion should measure about 16 mm. features: shape oval; orientation parallel; margin mostly circumscribed; echo pattern hypoechoic; posterior feature mild posterior enhancement; associated feature no associated suspicious feature. Background breast tissue should show scattered fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",e7e9b13098132061a68a9f34e1ac25798013b07052d5d3f06d7750329f595788,259361
BUS_SINGLE_B3_027,BUS_SINGLE_B3_027.jpg,3,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single oval probably benign lesion in the right breast at approximately 8 o'clock, 2 cm from the nipple, located at deep. The lesion should measure about 8 mm. features: shape gently lobulated oval; orientation parallel; margin circumscribed; echo pattern isoechoic; posterior feature no posterior acoustic feature; associated feature benign-leaning surrounding tissue. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",a05b2f4627b1e206e9ee1e3375863f6037b5f6de55442abd15429c0575bba8bb,172630
BUS_SINGLE_B3_027b,BUS_SINGLE_B3_027b.jpg,3,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single oval probably benign lesion in the left breast at approximately 8 o'clock, 2 cm from the nipple, located at deep. The lesion should measure about 8 mm. features: shape gently lobulated oval; orientation parallel; margin circumscribed; echo pattern isoechoic; posterior feature no posterior acoustic feature; associated feature benign-leaning surrounding tissue. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",4c3ec62c9d7d489dcb537409abd2757f0524b6f03f312b2391d0fef4f63ca113,182218
BUS_SINGLE_B3_028,BUS_SINGLE_B3_028.jpg,3,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single probably benign solid mass in the left breast at approximately 9 o'clock, 3 cm from the nipple, located at superficial. The lesion should measure about 9 mm. features: shape round to oval; orientation parallel; margin mostly circumscribed; echo pattern mildly heterogeneous hypoechoic; posterior feature mild posterior enhancement; associated feature no architectural distortion. Background breast tissue should show heterogeneous fibroglandular tissue. Include a simple color Doppler inset with minimal peripheral vascularity. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",1423ee6878739ede8c465cb31e71eae20172f88f3d88fae954461f073caf81a5,327474
BUS_SINGLE_B3_028b,BUS_SINGLE_B3_028b.jpg,3,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single probably benign solid mass in the right breast at approximately 9 o'clock, 3 cm from the nipple, located at superficial. The lesion should measure about 9 mm. features: shape round to oval; orientation parallel; margin mostly circumscribed; echo pattern mildly heterogeneous hypoechoic; posterior feature mild posterior enhancement; associated feature no architectural distortion. Background breast tissue should show heterogeneous fibroglandular tissue. Include a simple color Doppler inset with minimal peripheral vascularity. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",f9238661f4ad869ce9ac48c570d2d3a4c024bb6a66cd198138539c4777368487,365930
BUS_SINGLE_B4A_001,BUS_SINGLE_B4A_001.jpg,4A,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single low-suspicion suspicious mass in the right breast at approximately 4 o'clock, 1 cm from the nipple, located at superficial. The lesion should measure about 10 mm. features: shape mildly irregular; orientation slightly non-parallel; margin microlobulated; echo pattern heterogeneous hypoechoic; posterior feature mild posterior shadowing; associated feature no obvious architectural distortion. Background breast tissue should show heterogeneous fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",68383b1f8b84ccd57f59f7ff37a56a5d3e7b42cd14c42202ad1d52aeeaadc9bf,159654
BUS_SINGLE_B4A_001b,BUS_SINGLE_B4A_001b.jpg,4A,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single low-suspicion suspicious mass in the left breast at approximately 4 o'clock, 1 cm from the nipple, located at superficial. The lesion should measure about 10 mm. features: shape mildly irregular; orientation slightly non-parallel; margin microlobulated; echo pattern heterogeneous hypoechoic; posterior feature mild posterior shadowing; associated feature no obvious architectural distortion. Background breast tissue should show heterogeneous fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",f1a2eeffad8f2468d5ac87a8d1cc8eacf9d2b3a8b2e9190d4a67022c886b8283,148664
BUS_SINGLE_B4A_002,BUS_SINGLE_B4A_002.jpg,4A,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single mildly suspicious solid lesion in the left breast at approximately 5 o'clock, 2 cm from the nipple, located at middle depth. The lesion should measure about 11 mm. features: shape irregular; orientation parallel; margin angular; echo pattern hypoechoic; posterior feature no posterior acoustic feature; associated feature mild surrounding tissue reaction. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",15aa780fde96e4c564b8751a794b316c61de6333759c1c252e2fb527d3ab216f,150824
BUS_SINGLE_B4A_002b,BUS_SINGLE_B4A_002b.jpg,4A,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single mildly suspicious solid lesion in the right breast at approximately 5 o'clock, 2 cm from the nipple, located at middle depth. The lesion should measure about 11 mm. features: shape irregular; orientation parallel; margin angular; echo pattern hypoechoic; posterior feature no posterior acoustic feature; associated feature mild surrounding tissue reaction. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",56ad7915b61291a872c52b9c1dba0981713e7ab841c4b19aa1b3d303a0583d1e,130716
BUS_SINGLE_B4A_003,BUS_SINGLE_B4A_003.jpg,4A,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single BI-RADS 4A-like lesion in the right breast at approximately 6 o'clock, 3 cm from the nipple, located at deep. The lesion should measure about 12 mm. features: shape oval to irregular; orientation slightly non-parallel; margin indistinct; echo pattern heterogeneous hypoechoic; posterior feature combined subtle shadowing and enhancement; associated feature subtle duct change-like feature. Background breast tissue should show heterogeneous fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",0bf7f91f7286a8472da65a318ca1d962c69e4a0597f68d73bf3bb526c00fc731,131754
BUS_SINGLE_B4A_003b,BUS_SINGLE_B4A_003b.jpg,4A,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single BI-RADS 4A-like lesion in the left breast at approximately 6 o'clock, 3 cm from the nipple, located at deep. The lesion should measure about 12 mm. features: shape oval to irregular; orientation slightly non-parallel; margin indistinct; echo pattern heterogeneous hypoechoic; posterior feature combined subtle shadowing and enhancement; associated feature subtle duct change-like feature. Background breast tissue should show heterogeneous fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",cd577ad065c94e0d49b38118ed73ba5866b6720428c148a824335b16e18844c5,209870
BUS_SINGLE_B4A_004,BUS_SINGLE_B4A_004.jpg,4A,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single low-suspicion suspicious mass in the left breast at approximately 7 o'clock, 4 cm from the nipple, located at superficial. The lesion should measure about 13 mm. features: shape mildly irregular; orientation parallel; margin microlobulated; echo pattern hypoechoic; posterior feature mild posterior shadowing; associated feature no obvious architectural distortion. Background breast tissue should show mildly heterogeneous background tissue. Include a simple color Doppler inset with peripheral vascularity. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",09f42c3c6ec95056ee87c611f8620d6b450d2cbb81309638828cd95d0d3ed71e,398059
BUS_SINGLE_B4A_004b,BUS_SINGLE_B4A_004b.jpg,4A,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single low-suspicion suspicious mass in the right breast at approximately 7 o'clock, 4 cm from the nipple, located at superficial. The lesion should measure about 13 mm. features: shape mildly irregular; orientation parallel; margin microlobulated; echo pattern hypoechoic; posterior feature mild posterior shadowing; associated feature no obvious architectural distortion. Background breast tissue should show mildly heterogeneous background tissue. Include a simple color Doppler inset with peripheral vascularity. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",65da207042ef51c5e4f76d1203eabc08f6060e5fd7105d00582ef2aa1781d1e2,329697
BUS_SINGLE_B4A_005,BUS_SINGLE_B4A_005.jpg,4A,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single mildly suspicious solid lesion in the right breast at approximately 8 o'clock, 5 cm from the nipple, located at middle depth. The lesion should measure about 14 mm. features: shape irregular; orientation slightly non-parallel; margin angular; echo pattern heterogeneous hypoechoic; posterior feature no posterior acoustic feature; associated feature mild surrounding tissue reaction. Background breast tissue should show heterogeneous fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",c1f069d5c3bdbae8a610593d44bf19bd95d0fb9635777b78a00540bfbeeff2e0,162756
BUS_SINGLE_B4A_005b,BUS_SINGLE_B4A_005b.jpg,4A,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single mildly suspicious solid lesion in the left breast at approximately 8 o'clock, 5 cm from the nipple, located at middle depth. The lesion should measure about 14 mm. features: shape irregular; orientation slightly non-parallel; margin angular; echo pattern heterogeneous hypoechoic; posterior feature no posterior acoustic feature; associated feature mild surrounding tissue reaction. Background breast tissue should show heterogeneous fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",87263c183313e708dd8b6f34b2e66da8ac79c9d1087233396b927f44b71c3f1d,219764
BUS_SINGLE_B4A_006,BUS_SINGLE_B4A_006.jpg,4A,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single BI-RADS 4A-like lesion in the left breast at approximately 9 o'clock, 1 cm from the nipple, located at deep. The lesion should measure about 15 mm. features: shape oval to irregular; orientation parallel; margin indistinct; echo pattern hypoechoic; posterior feature combined subtle shadowing and enhancement; associated feature subtle duct change-like feature. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",42b4f5d0eaa308b158f9697d32ccbbf6bd3357896566fb803c2be2308611e871,138218
BUS_SINGLE_B4A_006b,BUS_SINGLE_B4A_006b.jpg,4A,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single BI-RADS 4A-like lesion in the right breast at approximately 9 o'clock, 1 cm from the nipple, located at deep. The lesion should measure about 15 mm. features: shape oval to irregular; orientation parallel; margin indistinct; echo pattern hypoechoic; posterior feature combined subtle shadowing and enhancement; associated feature subtle duct change-like feature. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",9ee4f906cd825af942757864ae8b0f641a080921ae806b7c2dd5ac7b90cce490,178852
BUS_SINGLE_B4A_007,BUS_SINGLE_B4A_007.jpg,4A,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single low-suspicion suspicious mass in the right breast at approximately 10 o'clock, 2 cm from the nipple, located at superficial. The lesion should measure about 16 mm. features: shape mildly irregular; orientation slightly non-parallel; margin microlobulated; echo pattern heterogeneous hypoechoic; posterior feature mild posterior shadowing; associated feature no obvious architectural distortion. Background breast tissue should show heterogeneous fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",7ff973deac38ea01a6deaa6fbaec6c2d9260503a7cf41f8980fe201d35bc94ed,179320
BUS_SINGLE_B4A_007b,BUS_SINGLE_B4A_007b.jpg,4A,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single low-suspicion suspicious mass in the left breast at approximately 10 o'clock, 2 cm from the nipple, located at superficial. The lesion should measure about 16 mm. features: shape mildly irregular; orientation slightly non-parallel; margin microlobulated; echo pattern heterogeneous hypoechoic; posterior feature mild posterior shadowing; associated feature no obvious architectural distortion. Background breast tissue should show heterogeneous fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",125b64ff9697e9aeaee157d35f9039dec28d78890079c76133a3df8b13bc51a6,162914
BUS_SINGLE_B4A_008,BUS_SINGLE_B4A_008.jpg,4A,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single mildly suspicious solid lesion in the left breast at approximately 11 o'clock, 3 cm from the nipple, located at middle depth. The lesion should measure about 17 mm. features: shape irregular; orientation parallel; margin angular; echo pattern hypoechoic; posterior feature no posterior acoustic feature; associated feature mild surrounding tissue reaction. Background breast tissue should show mildly heterogeneous background tissue. Include a simple color Doppler inset with minimal mixed vascularity. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",b61b8c0cc0706ca75548ee60f6514f46f0ed7569ccf76351e16c8ee2ce0266c7,180714
BUS_SINGLE_B4A_008b,BUS_SINGLE_B4A_008b.jpg,4A,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single mildly suspicious solid lesion in the right breast at approximately 11 o'clock, 3 cm from the nipple, located at middle depth. The lesion should measure about 17 mm. features: shape irregular; orientation parallel; margin angular; echo pattern hypoechoic; posterior feature no posterior acoustic feature; associated feature mild surrounding tissue reaction. Background breast tissue should show mildly heterogeneous background tissue. Include a simple color Doppler inset with minimal mixed vascularity. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",3c393f71a9b22fa4b0c36eac66a7a2735ed775ebaee43606d6b09ff825f7b8fc,29090
BUS_SINGLE_B4A_009,BUS_SINGLE_B4A_009.jpg,4A,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single BI-RADS 4A-like lesion in the right breast at approximately 1 o'clock, 4 cm from the nipple, located at deep. The lesion should measure about 9 mm. features: shape oval to irregular; orientation slightly non-parallel; margin indistinct; echo pattern heterogeneous hypoechoic; posterior feature combined subtle shadowing and enhancement; associated feature subtle duct change-like feature. Background breast tissue should show heterogeneous fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",795f8684b9461d8332d3951233ee074b10cd8f063b00634c57567cf869ae9bfd,171526
BUS_SINGLE_B4A_009b,BUS_SINGLE_B4A_009b.jpg,4A,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single BI-RADS 4A-like lesion in the left breast at approximately 1 o'clock, 4 cm from the nipple, located at deep. The lesion should measure about 9 mm. features: shape oval to irregular; orientation slightly non-parallel; margin indistinct; echo pattern heterogeneous hypoechoic; posterior feature combined subtle shadowing and enhancement; associated feature subtle duct change-like feature. Background breast tissue should show heterogeneous fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",319989c2e4b315c2f2cadf7ba797e0ad87acbbb6401939798221e1ade9f7f44e,169852
BUS_SINGLE_B4A_010,BUS_SINGLE_B4A_010.jpg,4A,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single low-suspicion suspicious mass in the left breast at approximately 2 o'clock, 5 cm from the nipple, located at superficial. The lesion should measure about 10 mm. features: shape mildly irregular; orientation parallel; margin microlobulated; echo pattern hypoechoic; posterior feature mild posterior shadowing; associated feature no obvious architectural distortion. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",9bb37831aa955cbb3e4f26e92e55849b14cb6f7b712ae1f71a878aa60f68f65e,180526
BUS_SINGLE_B4A_010b,BUS_SINGLE_B4A_010b.jpg,4A,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single low-suspicion suspicious mass in the right breast at approximately 2 o'clock, 5 cm from the nipple, located at superficial. The lesion should measure about 10 mm. features: shape mildly irregular; orientation parallel; margin microlobulated; echo pattern hypoechoic; posterior feature mild posterior shadowing; associated feature no obvious architectural distortion. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",95f889863aa6a7a957a2a470c37f9bc4ea230656e3a9c646fb7dfb4120a0282e,146546
BUS_SINGLE_B4A_011,BUS_SINGLE_B4A_011.jpg,4A,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single mildly suspicious solid lesion in the right breast at approximately 3 o'clock, 1 cm from the nipple, located at middle depth. The lesion should measure about 11 mm. features: shape irregular; orientation slightly non-parallel; margin angular; echo pattern heterogeneous hypoechoic; posterior feature no posterior acoustic feature; associated feature mild surrounding tissue reaction. Background breast tissue should show heterogeneous fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",ee9e15613917e16065471b5f93bb30359d883995af3dbfb789d7df31f491b99b,207518
BUS_SINGLE_B4A_011b,BUS_SINGLE_B4A_011b.jpg,4A,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single mildly suspicious solid lesion in the left breast at approximately 3 o'clock, 1 cm from the nipple, located at middle depth. The lesion should measure about 11 mm. features: shape irregular; orientation slightly non-parallel; margin angular; echo pattern heterogeneous hypoechoic; posterior feature no posterior acoustic feature; associated feature mild surrounding tissue reaction. Background breast tissue should show heterogeneous fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",8b9174dc24c75a4d54284204b36ec5c3df545d52752b4fffa9efe8a099c228d8,168010
BUS_SINGLE_B4A_012,BUS_SINGLE_B4A_012.jpg,4A,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single BI-RADS 4A-like lesion in the left breast at approximately 4 o'clock, 2 cm from the nipple, located at deep. The lesion should measure about 12 mm. features: shape oval to irregular; orientation parallel; margin indistinct; echo pattern hypoechoic; posterior feature combined subtle shadowing and enhancement; associated feature subtle duct change-like feature. Background breast tissue should show mildly heterogeneous background tissue. Include a simple color Doppler inset with mild internal vascularity. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",c7e2f90b918d75465cee794797fc6181b4dbc45cf887bdbd24db1b69923127f9,411121
BUS_SINGLE_B4A_012b,BUS_SINGLE_B4A_012b.jpg,4A,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single BI-RADS 4A-like lesion in the right breast at approximately 4 o'clock, 2 cm from the nipple, located at deep. The lesion should measure about 12 mm. features: shape oval to irregular; orientation parallel; margin indistinct; echo pattern hypoechoic; posterior feature combined subtle shadowing and enhancement; associated feature subtle duct change-like feature. Background breast tissue should show mildly heterogeneous background tissue. Include a simple color Doppler inset with mild internal vascularity. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",b2697d2f1109424a2c11b4acc477d00249750e4432e52b8b402785027bc060fb,59793
BUS_SINGLE_B4A_013,BUS_SINGLE_B4A_013.jpg,4A,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single low-suspicion suspicious mass in the right breast at approximately 5 o'clock, 3 cm from the nipple, located at superficial. The lesion should measure about 13 mm. features: shape mildly irregular; orientation slightly non-parallel; margin microlobulated; echo pattern heterogeneous hypoechoic; posterior feature mild posterior shadowing; associated feature no obvious architectural distortion. Background breast tissue should show heterogeneous fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",496d41fc724c20c76abb939ed6dc4b7781671dc2cf1ce15addceae4acd945119,184526
BUS_SINGLE_B4A_013b,BUS_SINGLE_B4A_013b.jpg,4A,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single low-suspicion suspicious mass in the left breast at approximately 5 o'clock, 3 cm from the nipple, located at superficial. The lesion should measure about 13 mm. features: shape mildly irregular; orientation slightly non-parallel; margin microlobulated; echo pattern heterogeneous hypoechoic; posterior feature mild posterior shadowing; associated feature no obvious architectural distortion. Background breast tissue should show heterogeneous fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",0595f0a59751a120e661a030408885496b06e82ae692708006b6d82bcedcee34,140242
BUS_SINGLE_B4A_014,BUS_SINGLE_B4A_014.jpg,4A,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single mildly suspicious solid lesion in the left breast at approximately 6 o'clock, 4 cm from the nipple, located at middle depth. The lesion should measure about 14 mm. features: shape irregular; orientation parallel; margin angular; echo pattern hypoechoic; posterior feature no posterior acoustic feature; associated feature mild surrounding tissue reaction. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",193d616d609abcedccc1180adc413c64a944af59b0af8868fd56af86c699839b,174902
BUS_SINGLE_B4A_014b,BUS_SINGLE_B4A_014b.jpg,4A,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single mildly suspicious solid lesion in the right breast at approximately 6 o'clock, 4 cm from the nipple, located at middle depth. The lesion should measure about 14 mm. features: shape irregular; orientation parallel; margin angular; echo pattern hypoechoic; posterior feature no posterior acoustic feature; associated feature mild surrounding tissue reaction. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",5a883f2b399042f61662b253b712b0e34ca47aeaccdea9d2004fd8efaa48dc0f,180556
